Time resolution is 1 ps
                   0clk = 0, s = x, rst = 1, Count = xx, address = xx, Control = xxxx, T = xxxxX, Inst = xx, A = x, B = x, Y = x
                5350clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                5400clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                5450clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                5500clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                5550clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                5600clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                5650clk = 1, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                5700clk = 0, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                5750clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                5800clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                5850clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                5900clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                5950clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                6000clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                6050clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                6100clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                6150clk = 1, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                6200clk = 0, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                6250clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                6300clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                6350clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                6400clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                6450clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                6500clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                6550clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                6600clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                6650clk = 1, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                6700clk = 0, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                6750clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                6800clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                6850clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                6900clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                6950clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                7000clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                7050clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                7100clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                7150clk = 1, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                7200clk = 0, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                7250clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                7300clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                7350clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                7400clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                7450clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                7500clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                7550clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                7600clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                7650clk = 1, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                7700clk = 0, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                7750clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                7800clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                7850clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                7900clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                7950clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                8000clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                8050clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                8100clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                8150clk = 1, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                8200clk = 0, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                8250clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                8300clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                8350clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                8400clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                8450clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                8500clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                8550clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                8600clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                8650clk = 1, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                8700clk = 0, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                8750clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                8800clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                8850clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                8900clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                8950clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                9000clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                9050clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                9100clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                9150clk = 1, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                9200clk = 0, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                9250clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                9300clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                9350clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                9400clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                9450clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                9500clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
                9550clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                9600clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0002, T = 00002, Inst = 22, A = 2, B = 2, Y = 2
                9650clk = 1, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                9700clk = 0, s = 0, rst = 0, Count = 02, address = 0Z, Control = 000d, T = 00004, Inst = 22, A = 2, B = 2, Y = 2
                9750clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                9800clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0010, T = 00008, Inst = 22, A = 2, B = 2, Y = 2
                9850clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                9900clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0000, T = 00040, Inst = 22, A = 2, B = 2, Y = 2
                9950clk = 1, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
               10000clk = 0, s = 0, rst = 0, Count = 02, address = 02, Control = 0100, T = 01000, Inst = 22, A = 2, B = 2, Y = 2
