Time resolution is 1 ps
                 860s = 0, clk = 0, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
                 870s = 0, clk = 1, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
                 880s = 0, clk = 0, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
                 890s = 0, clk = 1, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
                 900s = 0, clk = 0, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
                 910s = 0, clk = 1, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
                 920s = 0, clk = 0, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
                 930s = 0, clk = 1, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
                 940s = 0, clk = 0, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
                 950s = 0, clk = 1, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
                 960s = 0, clk = 0, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
                 970s = 0, clk = 1, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
                 980s = 0, clk = 0, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
                 990s = 0, clk = 1, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
                1000s = 0, clk = 0, rst = 0, Count = 04, Address = zz, Inst = xx, Control = Xxxx, A = x, B = x, Y = x, Result = x, Store = x, Stat = z
